followup1;other1;language;length;max_workers;mop;how_natural;rating_list;merged_ratings;text;number_of_reasons
"
9
9
10
8
10
10

9,10
10
10
10
7

10
5
7,10
5
9
";"


















";ja;14;18;MOP4;4, 2, 3, 2, 3, 3, 2, 4, 3, 3, 1, 3, 3, 4, 2, 3, 3, 3, 3, 4;2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 3, 4, 3, 3, 4;4, 2, 3, 2, 3, 3, 2, 4, 3, 3, 1, 3, 3, 4, 2, 3, 3, 3, 3, 4,2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 3, 4, 3, 3, 4;On May 7, 2013 , Burton , has announced he is to retire from international rugby .;18
"10




10
10
10
7
6
9,10
10
10


9
10

10
";"


















";es;14;15;MOP4;3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 2, 3, 3, 4, 4, 2, 3, 4, 3, 4;4, 4, 4, 3, 4, 3, 2, 4, 4, 3, 3, 3, 3, 3, 3;3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 2, 3, 3, 4, 4, 2, 3, 4, 3, 4,4, 4, 4, 3, 4, 3, 2, 4, 4, 3, 3, 3, 3, 3, 3;Khasan Inalbekovich Mamtov ( , born 28 April 1984 ) is a professional football player from Russia.;13
"10










";"










";es;14;16;MOP4;3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4;3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 2, 4, 4;3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 2, 4, 4;He was the first person to show evidence that black-necked grebes breed in Britain.;1
"9
5
5
9
5

5,6

9
5,6
9

5,9
5
5
9
5
11
5,6
";"
















Word replacement. ""Began"" instead of ""was opened"".

";ja;11;17;MOP4;3, 2, 2, 2, 2, 4, 3, 4, 2, 2, 3, 4, 3, 2, 1, 2, 2, 2, 1, 4;2, 2, 4, 2, 4, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1, 3, 3;3, 2, 2, 2, 2, 4, 3, 4, 2, 2, 3, 4, 3, 2, 1, 2, 2, 2, 1, 4,2, 2, 4, 2, 4, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1, 3, 3;Building of the parking lot was opened on June 1, 2013 .;20
"






6


9








";"


















";zh;16;16;MOP4;4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4;4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4;4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4;Starting in 1999 , the central bank began to implement reforms in order to meet international standards.;2
"
9


10
11
10
6
5,9





6

5,10
5

7";"




https://toolbartv.swagbucks.com/video/-sub-umino-s-resolve-i-ll-protect-naru/5418/303169556













";no;13;16;MOP4;4, 3, 4, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 2, 4, 3, 3, 4, 2;3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 3, 4, 4, 2;4, 3, 4, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 2, 4, 3, 3, 4, 2,3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 3, 4, 4, 2;Take That also used the backing music track  Kidz  from their 2010 album Progress  .;12
"8,9
5,8,9,10
5,10
5,7,10

5


5

7
6,7,8
5,6,7
8,9
5
5,8
5,8,10
5,8,9
5,7,10
7,8,9";"


















";no;11;16;MOP4;3, 1, 1, 2, 4, 2, 4, 4, 1, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1;1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1;3, 1, 1, 2, 4, 2, 4, 4, 1, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1,1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1;Another method is the piston lÃ¸ftemekanismesom uses the line which barrel.;37
"



7














";"


















";zh;8;15;MOP4;4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4;4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4;At this point, Hao and Harry burst in.;1
"
5,10


11








6

5


7
";"



There is a repetition which resulted in a not too natural sentence














";en;21;18;MOP4;4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 3, 4;3, 3, 1, 4, 3, 4, 4, 2, 4, 4, 3, 2, 4, 4, 3, 4, 3, 4;4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 3, 4,3, 3, 1, 4, 3, 4, 4, 2, 4, 4, 3, 2, 4, 4, 3, 4, 3, 4;Under the Stimson Doctrine , USA , and under similar doctrines , the legitimacy of the Soviet occupation of Baltic states was never recognized .;6
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
;;;;;;;;,;;
