"followup1","other1","language","length","mop","how_natural","rating_list","merged_ratings","text","number_of_reasons","max_workers","mean_rating","std_dev","std_dev_dropoff"
"7,9,9,10,","

","zh",11,"MOP4","3, 3, 4","4, 4, 3, 3, 4, 4, 3, 3, 3, 2, 4, 4, 4, 3","3, 3, 4,4, 4, 3, 3, 4, 4, 3, 3, 3, 2, 4, 4, 4, 3","They eat leaves , and sometimes fruits, flowers and buds , and bark.",4,17,3.41176470588235,0.618346942400842,0.0141085896328336
",,,9,9,10,,5,,9,10,9,10,,,,11,,,5,6,","













a household and a family would generally be the same thing




","zh",20,"MOP4","4, 4, 4, 3, 3, 3, 4, 3, 4, 2, 3, 4, 4, 4, 2, 4, 4, 2, 3, 4","4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 3, 3, 3, 4, 3, 4, 2, 3, 4, 4, 4, 2, 4, 4, 2, 3, 4,4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","The median income for a household in the town was $ 24,583 , and the median income for a family is $ 23,214 .",21,38,3.63157894736842,0.633354545326193,0.0115276267587671
"5,6,7,9,10,,9,5,9,10,,5,9","





","zh",25,"MOP4","1, 4, 2, 2, 3, 4, 1","1, 1, 2, 3, 2, 1, 3, 3, 2, 1, 1, 2","1, 4, 2, 2, 3, 4, 1,1, 1, 2, 3, 2, 1, 3, 3, 2, 1, 1, 2","Different moments of primitive accumulation , distribution and now own more or less chronological order , particularly in Spain, Portugal, the Netherlands , France and the United Kingdom.",13,19,2.05263157894737,1.02597835208515,0.0277265960132493
"7,9,9,,5,11,,5,7,9,10,5,5,5,8,10,5,5,9,10,,10,9,10,5,7,5,5,9,5,5,6,7,10","



simply doesn't make sense














","ja",21,"MOP4","3, 2, 2, 4, 1, 4, 1, 1, 1, 2, 1, 1, 4, 3, 2, 3, 1, 2, 2, 1","2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1","3, 2, 2, 4, 1, 4, 1, 1, 1, 2, 1, 1, 4, 3, 2, 3, 1, 2, 2, 1,2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1","Throughout his career , I have created him to challenge , hundreds of taboo and prejudice and mock tableau provocative and humorous inexplicable .",34,37,1.64864864864865,0.949157995752499,0.0140299882033718
"6,8,9,10,6,8,6,6,8,9,5,6,8,10,,5,6,8,9,10,8,9,10,8,9,5,7,5,9,5,8,5,8,9,5,6,8,9,7,9,5,6,8,9,9","


















","ja",13,"MOP4","2, 2, 3, 2, 3, 1, 1, 4, 1, 2, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2","2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1","2, 2, 3, 2, 3, 1, 1, 4, 1, 2, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2,2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1","He is  discriminat ... logician and acute ...  and  attention and coolness habitual  of lawyers .",45,37,1.59459459459459,0.762286744657862,0.0079582234687523
"5,7,9,,,,,5,6,9,10,5,9,5,6,7,9,6,,5,7,,9,5,6,7,9,9,5,9,10,7,5,5,9","


















","ja",23,"MOP4","2, 4, 4, 4, 4, 2, 3, 2, 3, 4, 1, 4, 1, 1, 2, 3, 1, 2, 2, 1","2, 2, 1, 3, 1, 4, 2, 2, 1, 3, 2, 2, 1, 2","2, 4, 4, 4, 4, 2, 3, 2, 3, 4, 1, 4, 1, 1, 2, 3, 1, 2, 2, 1,2, 2, 1, 3, 1, 4, 2, 2, 1, 3, 2, 2, 1, 2","According to the census of 2010 , the town has a total area of ( 99.94 percent ) or is water is ( or 0.06% ) and land .",35,34,2.29411764705882,1.08793414920779,0.0077870008617329
"5,6,9,,5,5,,7,,5,6,10,5,6,9,6,5,6,9,5,6,9,5,9,10,5,6,5,5,5,10,5,6,7,5,5,9","


















","ja",17,"MOP4","2, 4, 3, 2, 4, 3, 4, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2","1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","2, 4, 3, 2, 4, 3, 4, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2,1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","Led to Raymond , military march skirmish and Turks , the Anatolia between Amasya and Merzifon and a Kastamonu .",37,34,1.58823529411765,0.988345635126778,0.0196866224215931
",6,8,9,6,5,10,5,,5,5,5,10,,5,7,7,8,9,10,10,5,10","


















","ja",21,"MOP4","4, 2, 2, 3, 3, 3, 4, 3, 2, 2, 2, 4, 1, 2, 3, 2, 3, 3, 1, 3","2, 1, 3, 3, 3, 3, 3, 2, 3, 2, 4, 2, 3, 1, 3, 2, 2, 3","4, 2, 2, 3, 3, 3, 4, 3, 2, 2, 2, 4, 1, 2, 3, 2, 3, 3, 1, 3,2, 1, 3, 3, 3, 3, 3, 2, 3, 2, 4, 2, 3, 1, 3, 2, 2, 3","He said for the state to correct its position , and might ask to prepare the company for the ship that sank .",23,38,2.55263157894737,0.828458954309637,0.0148150884019304
"5,9,11,5,11,5,10,,8,,5,7,9,5,6,9,8,,,5,5,7,9,,11,5,11","

just makes no sense

Words are not used in the correct context.












I die in Say's Law or derivative live its... doesn't sound right

Hard to understand","ja",18,"MOP4","3, 1, 1, 1, 2, 2, 4, 1, 4, 1, 1, 2, 4, 4, 3, 1, 4, 3, 1, 3","2, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1","3, 1, 1, 1, 2, 2, 4, 1, 4, 1, 1, 2, 4, 4, 3, 1, 4, 3, 1, 3,2, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1","In exchange for the equilibrium analysis , I die in Say's Law or derivative live its efficiency and optimization .",27,37,1.83783783783784,1.11836968429529,0.0132982302925357
"5,6,5,9,,,7,10,10,5,6,9,10,5,9,10,5,7,9,10,5,6,5,11,,5,7,5,7,5,7,5,6,5,7,5,6,7,5,11","









Makes little sense








Doesn't make sense.","ja",23,"MOP4","1, 1, 4, 4, 1, 3, 1, 3, 1, 1, 2, 4, 1, 3, 1, 1, 2, 1, 1, 1","2, 1, 1, 1, 1, 3, 4, 3, 1, 1, 1, 3, 2, 3, 2, 2","1, 1, 4, 4, 1, 3, 1, 3, 1, 1, 2, 4, 1, 3, 1, 1, 2, 1, 1, 1,2, 1, 1, 1, 1, 3, 4, 3, 1, 1, 1, 3, 2, 3, 2, 2","He returned to Darlington , but was released was the Cup and the League of 49 for the club , in the summer of 2007 .",40,36,1.88888888888889,1.08963369409246,0.0321804719675423
"5,6,9,5,9,10,7,9,5,7,10,5,6,10,7,9,6,9,5,6,9,9,11,7,7,,9,5,6,9,5,6,9","











Fragment






","ja",19,"MOP4","1, 1, 2, 2, 1, 3, 2, 2, 2, 3, 1, 1, 2, 2, 3, 4, 3, 1, 2, 1","2, 2, 3, 3, 4, 3, 1, 3, 2, 3, 2, 3, 2, 2, 3, 4, 1, 3, 3","1, 1, 2, 2, 1, 3, 2, 2, 2, 3, 1, 1, 2, 2, 3, 4, 3, 1, 2, 1,2, 2, 3, 3, 4, 3, 1, 3, 2, 3, 2, 3, 2, 2, 3, 4, 1, 3, 3","The Limited Edition , which comes with gold case and special black , and includes both  Failure - Intro  and  Failure - heaven  .",33,39,2.25641025641026,0.909538596673833,0.0074351438666691
"7,,,,9,9,,,,,,10,,,,11,,9,10,7,9,7","














Word choice



","ja",20,"MOP4","3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 4, 3, 3, 3","3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4","3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 4, 3, 3, 3,3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4","The median income for a household in the town was $ 24,583 , and the median income for a family was $ 23,214 .",22,35,3.65714285714286,0.539218232741632,0.00954069760607912
",,5,9,10,10,10,9,,9,10,,,,,,,,,10,,,5","


















","es",25,"MOP4","4, 4, 2, 3, 2, 1, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3","2, 2, 4, 3, 4, 1, 3, 3, 2, 3, 4, 4, 2, 4, 2, 4, 2","4, 4, 2, 3, 2, 1, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3,2, 2, 4, 3, 4, 1, 3, 3, 2, 3, 4, 4, 2, 4, 2, 4, 2","The most common spelling of the word is composed of the characters  shin /  kami  (ç¥ž) , meaning  deity  and  something divine  and bu (æ­¦) , denoting military , cavalry or arms .",23,37,3.16216216216216,0.986393923832144,0.00163613678008701
",9,10,9,10,5,10,7,5,7,10,,5,5,9,7,8,9,10,,,,,5,7,8,5,8,9,10,5,10,5,7,9,10,5","


















","es",21,"MOP4","4, 3, 3, 2, 2, 2, 4, 3, 2, 2, 4, 4, 4, 4, 2, 1, 3, 3, 1, 2","3, 2, 1, 1, 4, 2, 1, 2, 4, 2, 1, 2, 2, 2, 2, 2, 1, 1","4, 3, 3, 2, 2, 2, 4, 3, 2, 2, 4, 4, 4, 4, 2, 1, 3, 3, 1, 2,3, 2, 1, 1, 4, 2, 1, 2, 4, 2, 1, 2, 2, 2, 2, 2, 1, 1","Simons said that Lansky and his female backup ' attire was  glamorous kick - ass - or - maybe a- sides -VA- club dresses and heels .",37,38,2.36842105263158,1.05063822640719,0.024008666162479
",6,,,,,,10,,,6,,5,9,,,9,10,7,,","


















","es",21,"MOP4","4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4, 1, 4, 4, 2, 3, 3, 4, 4","3, 2, 2, 4, 1, 4, 3, 2, 2, 2, 1, 2, 1, 3, 2, 1, 1, 2","4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4, 1, 4, 4, 2, 3, 3, 4, 4,3, 2, 2, 4, 1, 4, 3, 2, 2, 2, 1, 2, 1, 3, 2, 1, 1, 2","Analysis of equilibrium and its derivatives of the optimization and efficiency in the exchange of live or die with Say's Law .",20,38,2.81578947368421,1.13554994791534,0.0200032458699035
"5,10,6,9,,9,,,,,","








","es",22,"MOP4","1, 3, 3, 4, 2, 4, 4, 4, 4, 4","4, 4, 3, 4, 4, 4, 3, 4, 3, 3, 4, 4, 3, 4, 4, 3, 4","1, 3, 3, 4, 2, 4, 4, 4, 4, 4,4, 4, 3, 4, 4, 4, 3, 4, 3, 3, 4, 4, 3, 4, 4, 3, 4","He returned to Darlington, but was released in the summer of 2007 , having made 49 league and cup appearances for the club .",10,27,3.51851851851852,0.752961862879898,0.0173194710061911
"7,,5,6,,9,9,5,5,,6,,5,5,6,5,5,6,6,7,,5,6,5","


















","es",25,"MOP4","3, 4, 1, 4, 3, 3, 3, 2, 4, 3, 4, 2, 2, 1, 2, 2, 3, 4, 1, 1","3, 2, 3, 2, 3, 2, 2, 4, 1, 2, 1, 2, 3, 2, 2, 2, 1, 2","3, 4, 1, 4, 3, 3, 3, 2, 4, 3, 4, 2, 2, 1, 2, 2, 3, 4, 1, 1,3, 2, 3, 2, 3, 2, 2, 4, 1, 2, 1, 2, 3, 2, 2, 2, 1, 2","The characteristics of the malls over 20 anchors and over 200 specialty shops and a variety of theme restaurants, casual restaurants and local art leisure .",24,38,2.39473684210526,0.973693821797168,0.00432158179720787
",9,10,5,9,10,10,5,7,5,10,5,5,5,8,,5,7,10,7,5,,5,6,7,9,10","


















","es",20,"MOP4","4, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 4, 3, 2, 3, 2, 2, 4, 2, 3","2, 2, 3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 4, 3, 2, 3, 3, 2","4, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 4, 3, 2, 3, 2, 2, 4, 2, 3,2, 2, 3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 4, 3, 2, 3, 3, 2","Jason Stewart (born 1971 ) is a film and television editor American known for his work in independent films and reality television .",27,38,2.92105263157895,0.712118231428903,0.00280212155533788
",7,10,6,9,,,,,,,6,8,9,,6,9,6,10,6,5,9,,5","


















","es",23,"MOP4","4, 3, 3, 2, 4, 4, 4, 4, 4, 4, 2, 2, 4, 2, 2, 3, 1, 2, 4, 2","2, 4, 2, 2, 3, 3, 3, 4, 3, 4, 2, 3, 4, 3, 3, 2, 4","4, 3, 3, 2, 4, 4, 4, 4, 4, 4, 2, 2, 4, 2, 2, 3, 1, 2, 4, 2,2, 4, 2, 2, 3, 3, 3, 4, 3, 4, 2, 3, 4, 3, 3, 2, 4","However, these rights and privileges ( see Dhimmitude ) , including freedom of worship and religious organization, often established in principle but seldom corresponded to reality.",24,37,3,0.912870929175277,0.00538571620224682
",,5,10,7,5,9,10,11,6,10,11,5,6,7,7,10,6,,9,5,6,6,5,5,10,5,11","




I think disorder is the wrong word.  discs  would make more sense.


repeated use of










It doesn't make sense","es",22,"MOP4","4, 4, 3, 3, 2, 2, 2, 3, 3, 1, 2, 3, 4, 3, 3, 2, 2, 1, 3, 1","3, 2, 4, 2, 1, 3, 3, 4, 4, 3, 1, 4, 3, 3, 2","4, 4, 3, 3, 2, 2, 2, 3, 3, 1, 2, 3, 4, 3, 3, 2, 2, 1, 3, 1,3, 2, 4, 2, 1, 3, 3, 4, 4, 3, 1, 4, 3, 3, 2","The first edition of the limited edition comes with a special black and gold case and has two Disorder - Intro and  Disorder - Heaven  .",28,35,2.65714285714286,0.968408553272027,0.0211199539811329
"5,,,5,9,,,6,5,6,,,6,10,5,6,8,9,10,,10,,,10","


















","es",21,"MOP4","2, 4, 4, 2, 4, 4, 3, 3, 3, 4, 4, 3, 2, 2, 2, 4, 2, 4, 4, 3","1, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 1, 2, 1, 2","2, 4, 4, 2, 4, 4, 3, 3, 3, 4, 4, 3, 2, 2, 2, 4, 2, 4, 4, 3,1, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 1, 2, 1, 2","After the investigation, which exonerated Ninian Edwards and its suppliers, and placed the blame for the problem of meat only subcontractors.",24,37,2.7027027027027,0.938819141997745,0.0285601521649451
",,,,,10,,,9,,,,,,,9,,,,6","


















","en",19,"MOP4","4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 2","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4","4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 2,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4","The scholar Meyer suggests that the tale of Pandu may be inspired by the much older narrative of Kalmashapada .",20,38,3.81578947368421,0.512295478394548,0.0124871674664074
"7,,,6,6,7,9,7,,6,7,9,10,7,7,,10,5,7,10,11,5,9,","
















the word village after USA

","zh",8,"MOP4","2, 4, 4, 3, 3, 3, 3, 2, 4, 3, 2, 2, 2, 4, 2, 2, 2, 3, 3, 4","3, 4, 2, 2, 2, 4, 2, 3, 4, 3, 3, 3, 3, 1, 3, 3, 2","2, 4, 4, 3, 3, 3, 3, 2, 4, 3, 2, 2, 2, 4, 2, 2, 2, 3, 3, 4,3, 4, 2, 2, 2, 4, 2, 3, 4, 3, 3, 3, 3, 1, 3, 3, 2","Dongola is in Union County , Illinois , USA village.",23,37,2.81081081081081,0.810960947060743,0.0110063589197564
",9,9,10,8,10,10,,9,10,10,10,10,7,,10,5,7,10,5,9,","


















","ja",14,"MOP4","4, 2, 3, 2, 3, 3, 2, 4, 3, 3, 1, 3, 3, 4, 2, 3, 3, 3, 3, 4","2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 3, 4, 3, 3, 4","4, 2, 3, 2, 3, 3, 2, 4, 3, 3, 1, 3, 3, 4, 2, 3, 3, 3, 3, 4,2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 3, 4, 3, 3, 4","On May 7, 2013 , Burton , has announced he is to retire from international rugby .",21,38,2.94736842105263,0.733277294294027,0.0013522395826272
"10,,,,,10,10,10,7,6,9,10,10,10,,,9,10,,10,","


















","es",14,"MOP4","3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 2, 3, 3, 4, 4, 2, 3, 4, 3, 4","4, 4, 4, 3, 4, 3, 2, 4, 4, 3, 3, 3, 3, 3, 3","3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 2, 3, 3, 4, 4, 2, 3, 4, 3, 4,4, 4, 4, 3, 4, 3, 2, 4, 4, 3, 3, 3, 3, 3, 3","Khasan Inalbekovich Mamtov ( , born 28 April 1984 ) is a professional football player from Russia.",20,35,3.28571428571429,0.667366579370367,0.0165946989948855
"10,,,,,,,,,,,","










","es",14,"MOP4","3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 2, 4, 4","3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 2, 4, 4","He was the first person to show evidence that black-necked grebes breed in Britain.",11,28,3.78571428571429,0.498675494362064,0.0157323055548743
"9,5,5,9,5,,5,6,,9,5,6,9,,5,9,5,5,9,5,11,5,6,","
















Word replacement. ""Began"" instead of ""was opened"".

","ja",11,"MOP4","3, 2, 2, 2, 2, 4, 3, 4, 2, 2, 3, 4, 3, 2, 1, 2, 2, 2, 1, 4","2, 2, 4, 2, 4, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1, 3, 3","3, 2, 2, 2, 2, 4, 3, 4, 2, 2, 3, 4, 3, 2, 1, 2, 2, 2, 1, 4,2, 2, 4, 2, 4, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1, 3, 3","Building of the parking lot was opened on June 1, 2013 .",23,37,2.54054054054054,0.869054230330453,0.0178249169318672
",,,,,,,6,,,9,,,,,,,,,","


















","zh",16,"MOP4","4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4","4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4","Starting in 1999 , the central bank began to implement reforms in order to meet international standards.",19,36,3.83333333333333,0.447213595499958,0.0114133563104609
",9,,,10,11,10,6,5,9,,,,,,6,,5,10,5,,7","




https://toolbartv.swagbucks.com/video/-sub-umino-s-resolve-i-ll-protect-naru/5418/303169556













","no",13,"MOP4","4, 3, 4, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 2, 4, 3, 3, 4, 2","3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 3, 4, 4, 2","4, 3, 4, 4, 3, 2, 3, 2, 2, 4, 4, 4, 4, 4, 2, 4, 3, 3, 4, 2,3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 3, 4, 4, 2","Take That also used the backing music track  Kidz  from their 2010 album Progress  .",22,36,3.36111111111111,0.798311710612833,0.0192405510530953
"8,9,5,8,9,10,5,10,5,7,10,,5,,,5,,7,6,7,8,5,6,7,8,9,5,5,8,5,8,10,5,8,9,5,7,10,7,8,9","


















","no",11,"MOP4","3, 1, 1, 2, 4, 2, 4, 4, 1, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1","1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1","3, 1, 1, 2, 4, 2, 4, 4, 1, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1,1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1","Another method is the piston lÃ¸ftemekanismesom uses the line which barrel.",41,36,1.69444444444444,1.09072569405994,0.0187055970353298
",,,,7,,,,,,,,,,,,,,,","


















","zh",8,"MOP4","4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","At this point, Hao and Harry burst in.",19,35,3.97142857142857,0.169030850945703,0.00504680500999455
",5,10,,,11,,,,,,,,,6,,5,,,7,","



There is a repetition which resulted in a not too natural sentence














","en",21,"MOP4","4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 3, 4","3, 3, 1, 4, 3, 4, 4, 2, 4, 4, 3, 2, 4, 4, 3, 4, 3, 4","4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 3, 4,3, 3, 1, 4, 3, 4, 4, 2, 4, 4, 3, 2, 4, 4, 3, 4, 3, 4","Under the Stimson Doctrine , USA , and under similar doctrines , the legitimacy of the Soviet occupation of Baltic states was never recognized .",20,38,3.5,0.762286744657862,0.012309924583621
